Filme;codec;tamanho;;
/media/DISC05/OsMeusFilmes/Get Low (2011)/Get Low__WWW.SECTORFILE.COM.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Ghost Town (2008)/Ghost.Town[2008]DvDrip-aXXo.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Ghosts of Girlfriends Past (2009)/Ghosts.of.Girlfriends.Past.DVDRip.XviD-DASH.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Goal! The Dream Begins (2006)/Goal - The Dream Begins__WWW.PIRATATUGA.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Good (2008)/Good.2008.DVDRip.XviD-DEViSE.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Good Dick (2008)/Good Dick__WWW.PIRATATUGA.NET.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Gulliver`s Travels (2011)/Gullivers Travels__WWW.SECTORFILE.COM.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Gun (2010)/Gun__WWW.DOWN7.NET.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Gunless (2010)/Gunless__WWW.PIRATATUGA.NET.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Guy X (2005)/No.Topo.do.Mundo.Dual.PtBr.Eng.DVDRip.XVID.Mp3.Brazilinjapan.by.hidecool.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Hannah Montana The Movie (2009)/Hannah.Montana.The.Movie.DVDRip.XviD-NeDiVx.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Happy Tears (2009)/Happy Tears__WWW.PIRATATUGA.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Happythankyoumoreplease (2011)/Happythankyoumoreplease.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Hard Breakers (2010)/Hard Breakers.avi;mpeg4;1,3G;;
/media/DISC05/OsMeusFilmes/Haunting Sarah (2005)/Aparicao.Dual.PtBr.Eng.Brazilinjapan.by.hidecool.[ShareBrasil].avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/He`s Just Not That Into You (2009)/Hes just not that Into you CD1.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/He`s Just Not That Into You (2009)/Hes just not that Into you CD2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Heartbeats (2011)/Heartbeats.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Heartbreaker (2010)/Heartbreaker.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Helen (2009)/Helen__WWW.PIRATATUGA.NET.avi;mpeg4;802M;;
/media/DISC05/OsMeusFilmes/Hello I Must Be Going (2013)/Hello I Must Be Going__WWW.OXE7.COM.avi;mpeg4;711M;;
/media/DISC05/OsMeusFilmes/Hesher (2011)/Hesher.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Hick (2012)/Hick__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/High School Musical (2006)/High School Musical DVD.mkv;mpeg2video;3,6G;;
/media/DISC05/OsMeusFilmes/High School Musical 2 (2007)/High School Musical 2 DVD.mkv;mpeg2video;3,7G;;
/media/DISC05/OsMeusFilmes/High School Musical 3 Senior Year (2008)/High School Musical 3 Senior Year DVD CD1.mkv;mpeg2video;4,5G;;
/media/DISC05/OsMeusFilmes/High School Musical 3 Senior Year (2008)/High School Musical 3 Senior Year DVD CD2.mkv;mpeg2video;2,1G;;
/media/DISC05/OsMeusFilmes/Hindsight (2008)/Hindsight.2008.DVDRip.XviD-VoMiT.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Holly (2010)/Holly__WWW.PIRATATUGA.NET.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Holy Rollers (2010)/Holy Rollers__WWW.OXE7.COM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Home (2008)/Home_dvdrip.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Hoodwinked Too! Hood vs. Evil (2011)/Hoodwinked.Too.Hood.Vs.Evil.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Hop (2011)/Hop (PT).avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Hostel Part II (2007)/Hostel-Part.2[2007][Unrated.Edition]DvDrip.AC3[Eng]-aXXo.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/House of Tolerance (2012)/L.Apollonide.Souvenirs.De.La.Maison.Close.DVDRip.HORiZON-ArtSubs.avi;mpeg4;1,7G;;
/media/DISC05/OsMeusFilmes/How Do You Know (2011)/How Do You Know__WWW.OXE7.COM.avi;mpeg4;719M;;
/media/DISC05/OsMeusFilmes/Hysteria (2011)/Hysteria.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Ice Castles (2010)/Ice.Castles.2010.PROPER.DVDRip.XviD-VoMiT.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/If I Were You (2006)/Se.Eu.Fosse.Você.DUBLADO.2006.DVDRip.XviD.Audio.Mp3.By.Ratolino.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Igor (2009)/Igor__WWW.PIRATATUGA.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Imagine Me & You (2006)/Imagine Me and You.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/In the City of Sylvia (2007)/En.La.Ciudad.De.Sylvia.2007.SP.DVDRip.Xvid-Unkor.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Inglourious Basterds (2009)/Inglourious.Basterds.DVDRip.XviD-iMBT-CD1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Inglourious Basterds (2009)/Inglourious.Basterds.DVDRip.XviD-iMBT-CD2.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Inhale (2011)/Inhale.2010.BDRip.XviD-BeStDivX.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Inside Man (2006)/O Plano Perfeito Dublado 2006 Dvdrip Xvid Audio Mp3 By Ratolino.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Into the White (2012)/Into The White__WWW.OXE7.COM.avi;mpeg4;706M;;
/media/DISC05/OsMeusFilmes/Ip Man Zero (2010)/The Legend Is Born Ip Man.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Irreversible (2002)/Irreversible.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/It Runs in the Family (2003)/Acontece.nas.melhores.familias.DvdRip.xvid.legendado.pt.br.by.Tetsudau.[ShareBrasil].avi;mpeg4;750M;;
/media/DISC05/OsMeusFilmes/It`s All Gone Pete Tong (2005)/It`s All Gone Pete Tong DVD.mkv;mpeg2video;2,1G;;
/media/DISC05/OsMeusFilmes/It`s Kind of a Funny Story (2011)/Its Kind of a Funny Story.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Jackass 3D (2010)/Jackass 3D__WWW.OXE7.COM.avi;mpeg4;695M;;
/media/DISC05/OsMeusFilmes/Jarhead (2006)/Jarhead[2005]DvDrip[Eng]-aXXo.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Julia X (2011)/Julia X__WWW.OXE7.COM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Juncture (2008)/Juncture.2007.DvDRip.Eng.Ac3-FxM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Kick-Ass (2010)/nedivx-kickassrp-cd1.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Kick-Ass (2010)/nedivx-kickassrp-cd2.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Kill the Irishman (2011)/Kill The Irishman.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Kiss Me Again (2006)/Amor.Repartido,Um.Dual.PtBr.Eng.DVDRip.XVID.Mp3.Brazilinjapan.by.hidecool.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Lautlos (2004)/Lautlos (2004) [tt0325713].avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Law Abiding Citizen (2010)/Law.Abiding.Citizen.DVDRip.XviD-ARROWcd1.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Law Abiding Citizen (2010)/Law.Abiding.Citizen.DVDRip.XviD-ARROWcd2.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Leaves of Grass (2009)/Leaves of Grass__WWW.PIRATATUGA.NET.avi;mpeg4;694M;;
/media/DISC05/OsMeusFilmes/LelleBelle (2010)/Lellebelle.2010.DVDRip.XviD-FiCO.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Les tribulations d`une caissière (2011)/Les Tribulations d'une Caissière__WWW.OXE7.COM.avi;mpeg4;706M;;
/media/DISC05/OsMeusFilmes/Let`s Go to Prison (2006)/Filme - Bem Vindo a Prisão - Dublado.avi;mpeg4;639M;;
/media/DISC05/OsMeusFilmes/Let`s Make Money (2008)/[DVDRip]Lets.Make.Money.2008.DVDRip.XviD-ViSiON.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Lie with Me (2006)/lie.with.me.2005.proper.dvdrip-espise.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Live Free or Die Hard (2007)/Live Free Or Die Hard__WWW.DOWN7.NET.avi;mpeg4;802M;;
/media/DISC05/OsMeusFilmes/Lolita (1997)/Lolita cd1__WWW.OXE7.COM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Lolita (1997)/Lolita cd2__WWW.OXE7.COM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Lolita (1997)/Lolita cd3__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Lord of War (2005)/Lord of War (2005) [tt0399295].avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Lorenzo`s Oil (1993)/O Óleo de Lorenzo - Dublado.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Lost Christmas (2011)/Lost Christmas__WWW.OXE7.COM.avi;mpeg4;780M;;
/media/DISC05/OsMeusFilmes/Love Likes Coincidences (2011)/Love Likes Coincidences.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Lucky You (2007)/Lucky.You.2007.DVDRip.XviD-NeDiVx.CD-1.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Lucky You (2007)/Lucky.You.2007.DVDRip.XviD-NeDiVx.CD-2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Major Movie Star (2009)/Major Movie Star DVDRip.XviD.AC3-DEViSE.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Mardi Gras Spring Break (2011)/Mardi Gras Spring Break.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Margaret (2012)/Margaret CD1.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Margaret (2012)/Margaret CD2.avi;mpeg4;695M;;
/media/DISC05/OsMeusFilmes/Maria`s Lovers (1985)/Marias.Lovers.www.therebels.biz By.Julieny.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Marie Antoinette (2006)/Maria.Antonieta.Dublado.DVDRiP..[ShareBrasil].avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Marley & Me The Puppy Years (2011)/Marley And Me The Puppy Years.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Mars Needs Moms (2011)/Maes Precisam-se Em Marte.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Mary Poppins (1964)/Mary.Poppins.WWW.OXE7.COM.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Max Manus (2010)/MaxManus.O.Homem.da.Guerra.DVDRip.XviD-NoGrp.avi;mpeg4;801M;;
/media/DISC05/OsMeusFilmes/Meet the Fockers (2004)/ENTRANDO NUMA FRIA MAIOR AINDA (DUBLADO) Comedia 2005.avi;mpeg4;818M;;
/media/DISC05/OsMeusFilmes/Megan Is Missing (2011)/Megan is Missing.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Memento (2001)/Memento CD1.avi;msmpeg4;693M;;
/media/DISC05/OsMeusFilmes/Memento (2001)/Memento CD2.avi;mpeg4;619M;;
/media/DISC05/OsMeusFilmes/Menino Maluquinho - O Filme (1994)/[eMulinha.info].Menino Maluquinho - O Filme PtBr Brazilinjapan by hidecool.[ShareBrasil].avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Mercy (2009)/Mercy.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Merlin and the Book of Beasts (2010)/Merlin.And.The.Book.Of.Beasts.2009.DVDRip.XviD-VoMiT.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Message in a Bottle (1999)/As palavras que nunca te direi__WWW.PIRATATUGA.NET CD1.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Message in a Bottle (1999)/As palavras que nunca te direi__WWW.PIRATATUGA.NET CD2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Midnight in Paris (2011)/Midnight in Paris.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Mitch Fatel Is Magical (2009)/sp-mfim2009-xvid.avi;mpeg4;697M;;
/media/DISC05/OsMeusFilmes/Monella (1998)/Tinto Brass - Monella - 1998.avi;msmpeg4;665M;;
/media/DISC05/OsMeusFilmes/Monsieur Lazhar (2012)/Monsieur Lazhar__WWW.OXE7.COM.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Monte Carlo (2011)/Monte Carlo.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Morning Glory (2011)/Morning Glory__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Motherhood (2009)/Motherhood.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Mr. Popper`s Penguins (2011)/Mr Poppers Penguins.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Music and Lyrics (2007)/Letra E Música.DUBLADO.2007.avi;mpeg4;853M;;
/media/DISC05/OsMeusFilmes/My Best Friend`s Girl (2009)/coa-girl-r5.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/My Last Five Girlfriends (2010)/My.Last.5.Girlfriends.2009.DVDRip.XviD-TASTE.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/My Name Ain`t Johnny (2008)/My Name Ain`t Johnny DVD.mkv;mpeg2video;4,1G;;
/media/DISC05/OsMeusFilmes/My Sister`s Keeper (2009)/dmd-msk-by-Viciados[pdclinks.net].avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Mysteries of Lisbon (2010)/Misterios de Lisboa CD1.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Mysteries of Lisbon (2010)/Misterios de Lisboa CD2.avi;mpeg4;898M;;
/media/DISC05/OsMeusFilmes/Naked Gun 33 13 The Final Insult (1994)/The Naked Gun 33 and a Third 1994 DVDRip Xvid iNt-420Rip.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Napoleon Dynamite (2004)/Napoleon dynamite KLAXXON CD1.avi;mpeg4;707M;;
/media/DISC05/OsMeusFilmes/Napoleon Dynamite (2004)/Napoleon dynamite KLAXXON CD2.avi;mpeg4;101M;;
/media/DISC05/OsMeusFilmes/Narc (2003)/narc.dvdrip.xvid-deity.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Never Say Never Again (1983)/007.Never.Say.Never.Again.1983.iNTERNAL.DVDRip.XviD-iNCiTE.CD1.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Never Say Never Again (1983)/007.Never.Say.Never.Again.1983.iNTERNAL.DVDRip.XviD-iNCiTE.CD2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Night at the Museum (2007)/Night at the Museum (2006) [tt0477347].avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Night Drive (2010)/Night Drive cd1__WWW.OXE7.COM.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Night Drive (2010)/Night Drive cd2__WWW.OXE7.COM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Night of the Living Dead 3D (2007)/Noite.dos.Mortos.Vivos,A 3D.Dual.PtBr.Eng.DVDRip.XVID.Mp3.Brazilinjapan.by.hidecool.avi;mpeg4;1,9G;;
/media/DISC05/OsMeusFilmes/Night Train (2009)/Night Train (2009).avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Norbit (2007)/Norbit DVD.mkv;mpeg2video;2,3G;;
/media/DISC05/OsMeusFilmes/Not Since You (2010)/Not.Since.You.2009.DVDRip.XviD-VoMiT.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Now Is Good (2013)/Now is Good__WWW.OXE7.COM.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/NYC Tornado Terror (2008)/ruby-nyctt-IRFree.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/O Diabo a Quatro (2005)/Filme - O Diabo A Quatro [2006] (Dublado) Leoo.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Ocean`s Eleven (2002)/Ocean's Eleven (2001) [tt0240772].avi;mpeg4;829M;;
/media/DISC05/OsMeusFilmes/Ocean`s Thirteen (2007)/Ocean's Thirteen (2007) [tt0496806].avi;mpeg4;680M;;
/media/DISC05/OsMeusFilmes/One Day (2011)/One Day.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Orphan (2009)/Orphan.cd1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Orphan (2009)/Orphan.cd2.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Our Idiot Brother (2012)/Our Idiot Brother.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Owner of the Story (2004)/A Dona Da Historia 2004 Dvdrip Xvid-Arkhe.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Pan`s Labyrinth (2007)/Pan's.Labyrinth[2006]DvDrip[Eng.Sub]-aXXo.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Paranormal Activity 2 (2010)/Paranormal Activity.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Percy Jackson & the Olympians The Lightning Thief (2010)/Percy Jackson & the Olympians The Lightning Thief CD1.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Percy Jackson & the Olympians The Lightning Thief (2010)/Percy Jackson & the Olympians The Lightning Thief CD2.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Perfume The Story of a Murderer (2006)/Perfume The Story of a Murderer DVD.mkv;mpeg2video;5,1G;;
/media/DISC05/OsMeusFilmes/Peter Pan (2004)/PP.Dvdrip.XviD-F3AR.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Pineapple Express (2008)/Pineapple Express__WWW.PIRATATUGA.NET.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Piranha (2010)/Piranha 2010 DVDRip XVID-WBZ.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Pirate Radio (2009)/dmd-tbtra.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Pirate Radio (2009)/dmd-tbtrb.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Pirates of Silicon Valley (1999)/Pirates of Silicon Valley.avi;mpeg4;696M;;
/media/DISC05/OsMeusFilmes/Poseidon (2006)/Poseidon[2006]DvDrip.AC3[Eng]-aXXo.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Precious (2010)/Precious  - Based on the Novel Push by Sapphire CD1.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Precious (2010)/Precious  - Based on the Novel Push by Sapphire CD2.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Priceless (2006)/Priceless (Hors De Prix)(Otimo Filme) 2007 Legendado By Preemos Quality Dvds.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Primeval (2007)/Primeval.(2007).DVDRip.Xvid.DualAudio.AC3.by.asouza.j.PFE.[ShareBrasil].avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Push (2009)/Push CD1.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Push (2009)/Push CD2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Queen of the Damned (2002)/Queen.Of.The.Damned.DVDRip.DivX-DVL.avi;msmpeg4;700M;;
/media/DISC05/OsMeusFilmes/Rachel Getting Married (2009)/Rachel Getting Married[2008]DvDrip[Eng]-FXG.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Racing Stripes (2005)/Deu.Zebra.Dvdrip.Xvid.Dublado.www.therebels.com.br.by.onix.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Rambo (2008)/Rambo[2008]DvDrip-aXXo.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Rambo First Blood Part II (1985)/Rambo - First.Blood.Part.II[1985].avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Rambo III (1988)/Rambo.III[1988]DvDrip-aXXo.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Red (2010)/Red.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Red Faction Origins (2011)/Red Faction Origins.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Requiem for a Dream (2000)/Requiem For A Dream [Directors Cut] [DVDRip] [QiX].avi;msmpeg4;703M;;
/media/DISC05/OsMeusFilmes/Revelation (2009)/Filmes - A Revelação - Dublado.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Revolutionary Road (2009)/Revolutionary Road DVD.mkv;mpeg2video;4,2G;;
/media/DISC05/OsMeusFilmes/Ripley Under Ground (2007)/Ripley No Limite Xvid Dublado By Dombroski - 2007.[ShareBrasil].avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Room in Rome (2010)/Room In Rome__WWW.DOWN7.NET.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Rota Comando (2009)/Rota Comando.avi;mpeg4;903M;;
/media/DISC05/OsMeusFilmes/Rush Hour 3 (2007)/Rush.Hour.3.2007.DVDRip.XviD-DIAMOND.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/RV (2006)/Ferias No Trailer (Dublado)2006 - Comedia.avi;mpeg4;863M;;
/media/DISC05/OsMeusFilmes/Sahara (2005)/Sahara[2005]DvDrip[Eng]-aXXo.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Salmon Fishing in the Yemen (2012)/Salmon Fishing in the Yemen cd1__WWW.OXE7.COM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Salmon Fishing in the Yemen (2012)/Salmon Fishing in the Yemen cd2__WWW.OXE7.COM.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Scarface (1984)/devise-scarface.avi;mpeg4;2,8G;;
/media/DISC05/OsMeusFilmes/Schindler`s List (1994)/Schindlers.List.1993.DVDRip.XviD-UnSeeN.avi;mpeg4;3,0G;;
/media/DISC05/OsMeusFilmes/Second Life (2009)/Second Life DVD.mkv;mpeg2video;3,8G;;
/media/DISC05/OsMeusFilmes/Semi-Pro (2008)/Semi-Pro[2008]DvDrip.AC3-aXXo.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Serenity (2005)/Serenity (2005) [tt0379786].rmvb;rv40;490M;;
/media/DISC05/OsMeusFilmes/Setup (2011)/Setup.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Seus Problemas Acabaram!!! (2006)/Seus.Problemas.Acabaram.DvdRip_By.MarGareTh™_IsFree.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Seven Years in Tibet (1998)/Sete.Anos.no.Tibet.dual.ptbr.Eng.DvdRip.ac3.Xvid.Brazilinjapan.by.cinefila.[ShareBrasil].avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/Sex and Lies in Sin City (2008)/Sexo.e.Mentira.em.Las.Vegas[Dual Audio]DVDRip.XviD-ArticuladorUp.Junior].www.therebels.biz.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Sex and the City (2008)/Sex.And.The.City-The.Movie[2008][Extended.Cut]DvDrip-aXXo.avi;mpeg4;903M;;
/media/DISC05/OsMeusFilmes/She`s Out of My League (2010)/shes.out.of.my.league.2010.bdrip.xvid-mic.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Shortbus (2006)/Shortbus__WWW.PIRATATUGA.NET.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Silk (2008)/Silk-DVDRip.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Sleepy Hollow (2000)/Sleepy.Hollow.1999.DVDRip.XviD.AC3.CD1.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Sleepy Hollow (2000)/Sleepy.Hollow.1999.DVDRip.XviD.AC3.CD2.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Slow Burn (2007)/- O Crime Perfeito Dublado 2006 Dvdrip Xvid Dual Audio Mp3 By Ratolino.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/So Undercover (2012)/So Undercover__WWW.OXE7.COM.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Solomon Kane (2010)/nedivx-skane.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Someday This Pain Will Be Useful to You (2012)/Someday This Pain Will Be Useful to You__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Son of Morning (2011)/Son of Morning.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Son of the Mask (2005)/Son Of The Mask.avi;mpeg4;962M;;
/media/DISC05/OsMeusFilmes/Soul Men (2009)/Soul Men.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Sparkle (2012)/Sparkle CD1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Sparkle (2012)/Sparkle CD2.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Spy Kids (2001)/CD1.mpg;mdec;751M;;
/media/DISC05/OsMeusFilmes/Spy Kids (2001)/CD2.mpg;mpeg2video;757M;;
/media/DISC05/OsMeusFilmes/Stardust (2007)/Stardust.2007.DvDRip.Eng-FxM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Stargate (1995)/Stargate DVD.mkv;mpeg2video;4,3G;;
/media/DISC05/OsMeusFilmes/Stay with Me Tonight (2006)/Fica Comigo Esta Noite.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Step Up (2006)/Step.Up[2006]DVDrip[ENG]-MissRipZ.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Stop-Loss (2008)/Stop-Loss(2008).DVDRip.XviD.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Straightheads (2007)/Straightheads.[2007.Eng].DvDrip.AC3(6ch).DivX-LTT.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Stripper Academy (2007)/Stripper Academy_dvdrip.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Submarine (2011)/Submarine__WWW.OXE7.COM.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Suburban Girl (2007)/Suburban.Girl.DVDRip.XviD-BeStDivX.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Summer Lovers (1983)/Summer Lovers.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/SUPER (2011)/Super.avi;mpeg4;1,4G;;
